Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal,State Facility Type 1 Literal,Date Accessed,License Number,Capacity,Email Address,Ownership Type,Latitude,Longitude,FIPS,Total County AL Need,Percent of Population 65 or Older,Median Age,Homeownership Rate,College Education or Higher Rate,Percent Black Population,Median Home Value of Owned Homes,Percent Hispanic Population,Percent of Population 85 or Older,Median Household Income,Unemployment Rate,Less Than High School Diploma Rate,Percent Whilte Population,Gender Ratio,Poverty Rate,Total Population,Population 85 years and over,Population 65 years and over
36021,The Preserve Of Roseville,2600 DALE STREET NORTH,Roseville,MN,55113,800-385-2527,Ramsey,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0199315,-93.1261949,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
21779,The Rivers,11111 RIVER HILLS DRIVE,Burnsville,MN,55337,952-890-8553,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8026229,-93.2289051,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
32151,The Rosemount,14344 CAMEO AVENUE WEST,Rosemount,MN,55068,651-322-4222,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.7413565,-93.127707,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
34000,The Royals,4000 61ST AVENUE NORTH,Brooklyn Center,MN,55429,651-631-2535,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0655763,-93.3315392,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
33613,The Sanctuary At St Cloud,2410 20TH AVENUE SE,St Cloud,MN,56304,320-252-6325,Sherburne,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,PARTNERSHIP,45.5349047,-94.1229532,27141.0,3056.0,10.86,36.0,83.64,26.58,2.47,230500.0,2.59,1.18,89250.0,6.1,5.39,92.38,104.0,6.42,97183.0,1175.0,11996.0
32587,The Sanctuary At West St Paul,1746 OAKDALE AVENUE,West St Paul,MN,55118,651-455-6322,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,PARTNERSHIP,44.8936023,-93.0687901,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
30238,The Shalom Home Llc,2070 CENTURY HILLS DRIVE NE,Rochester,MN,55906,507-281-9700,Olmsted,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.046021,-92.418966,27109.0,7704.0,15.08,37.0,72.74,44.9,6.18,214600.0,4.93,2.17,76951.0,5.4,5.4,83.73,96.0,8.43,162847.0,3450.0,25835.0
29004,The Shores Of Lake Phalen,1870 EAST SHORE DRIVE,Maplewood,MN,55109,651-777-7784,Ramsey,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.9985482,-93.0587879,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
31883,The Terrace At Iris Park,502 EAST LYNNHURST AVENUE,St Paul,MN,55104,651-272-4960,Ramsey,,,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.956051,-93.1796177,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
22139,The Terraces,901 FELTL COURT,Hopkins,MN,55343,952-933-3333,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,OTHER NONPROFIT OWNERSHIP,44.9073688,-93.4182125,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30767,The Thomas House Inc,701 3RD AVENUE SW,Perham,MN,56573,218-346-3064,Otter Tail,,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,46.5903868,-95.5810013,27111.0,2926.0,23.33,47.0,78.28,24.93,1.49,189100.0,3.47,3.37,58682.0,5.4,7.91,94.93,102.0,9.32,60081.0,1900.0,14938.0
20217,The Towers,1011 FELTL COURT,Hopkins,MN,55343,952-933-3333,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.9082483,-93.4187471,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30097,The View House 1,308 LARKSPUR LANE,Cannon Falls,MN,55009,507-322-0020,Goodhue,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.5231124,-92.8844077,27049.0,1968.0,18.99,42.0,75.28,26.02,1.31,204100.0,3.35,3.06,66800.0,5.9,5.63,94.01,99.0,9.33,47582.0,1386.0,9984.0
26754,The Villages Of Lonsdale,1000 BIRCH STREET NORTHEAST,Lonsdale,MN,55046,507-744-3453,Rice,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.4817051,-93.4151068,27131.0,2767.0,15.15,37.0,73.98,28.29,5.69,208600.0,8.13,2.02,68584.0,5.2,8.93,85.64,104.0,9.16,67097.0,1392.0,11006.0
29647,The Waters Of Edina,6300 COLONIAL WAY,Edina,MN,55436,952-322-7500,Hennepin,,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8889181,-93.3714081,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34114,The Waters Of Excelsior,723 WATER STREET,Excelsior,MN,55331,952-207-7220,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8980212,-93.5703163,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
31949,The Waters Of Highland Park,678 SNELLING AVENUE SOUTH,St. Paul,MN,55116,651-363-3040,Ramsey,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9210724,-93.1666568,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
31195,The Waters Of Oakdale,7088 11TH STREET NORTH,Oakdale,MN,55128,651-393-5260,Washington,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9651558,-92.962252,27163.0,10408.0,14.42,40.0,81.13,44.27,4.59,289400.0,4.19,1.6,96671.0,5.6,3.94,85.38,98.0,4.29,267568.0,4797.0,42879.0
29556,The Waters Of Plymouth,11305 HIGHWAY 55,Plymouth,MN,55441,763-270-5220,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9873696,-93.4240682,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
32917,The Waters Of White Bear Lake,3820 HOFFMAN ROAD,White Bear Lake,MN,55110,651-313-6440,Ramsey,,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0569211,-93.0284794,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
30282,The Waters On 50Th,3500 50TH STREET WEST,Minneapolis,MN,55410,612-200-9552,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.912825,-93.3245692,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
31474,The Waters On Mayowood,827 MAYOWOOD ROAD SW,Rochester,MN,55902,507-252-2910,Olmsted,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,43.999196,-92.4765091,27109.0,7704.0,15.08,37.0,72.74,44.9,6.18,214600.0,4.93,2.17,76951.0,5.4,5.4,83.73,96.0,8.43,162847.0,3450.0,25835.0
30443,The Waterview Woods Al Llc,601 GRANT AVENUE,Eveleth,MN,55734,218-744-9800,St. Louis,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.4656166,-92.5404707,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
37576,The Watkins House,341 4TH STREET NORTH,Watkins,MN,55369,612-964-8376,Meeker,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.319166,-94.4099537,27093.0,1492.0,19.42,42.0,80.39,19.46,0.42,170200.0,4.0,2.69,63452.0,5.2,7.39,96.99,104.0,6.72,23400.0,617.0,4874.0
30803,The Wealshire Of Bloomington,10601 LYNDALE AVENUE SOUTH,Bloomington,MN,55420,952-345-1900,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8113328,-93.2875234,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30427,The Wellington Senior Living,2235 ROCKWOOD AVENUE,St Paul,MN,55116,651-699-2664,Ramsey,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9028608,-93.1640827,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
30762,The Wellstead Of Rogers,20600 SOUTH DIAMOND LAKE ROAD,Rogers,MN,55374,763-428-1981,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.20038,-93.541476,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
24668,The Willows,2918 7TH AVENUE NORTH,Anoka,MN,55303,763-712-8363,Anoka,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.2092287,-93.3776879,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
24487,Third Avenue Towers,1707 3RD AVENUE SOUTH,Minneapolis,MN,55404,612-342-1453,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,HOUSING AND REDEVELOPMENT AUTHORITY,44.9659837,-93.2723679,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30701,Thoennes Property Mgmt Llc,1201 RIDGEVIEW TERRACE NE,Alexandria Mn 56308,MN,56308,320-219-6633,Douglas,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.9128337,-95.3624097,27041.0,1886.0,22.45,44.0,74.3,26.03,0.39,214800.0,1.65,3.04,63819.0,4.8,4.89,96.88,100.0,7.6,39006.0,1207.0,9159.0
36740,Thomas Residence,1324 THOMAS AVENUE NORTH,Minneapolis,MN,55411,952-426-1629,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9924067,-93.3129932,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
28487,Thomas T Feeney Manor,901 4TH AVENUE NORTH,Minneapolis,MN,55405,612-843-4923,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,HOUSING AND REDEVELOPMENT AUTHORITY,44.9812354,-93.2914103,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
24473,Thorndale Apartments,1050 THORNDALE AVENUE,New Brighton,MN,55112,651-639-9799,Ramsey,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,45.0656536,-93.2158899,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
30418,Thorne Crest Retirement Center,1201 GARFIELD AVENUE,Albert Lea,MN,56007,507-373-2311,Freeborn,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,43.6592571,-93.3545567,27047.0,1442.0,21.99,44.0,76.68,17.14,1.08,113800.0,9.74,3.56,53631.0,5.6,11.21,91.57,99.0,11.01,30895.0,1045.0,7065.0
20139,Three Links Apartments,805 FOREST AVENUE,Northfield,MN,55057,507-664-8815,Rice,,,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.4562753,-93.1719156,27131.0,2767.0,15.15,37.0,73.98,28.29,5.69,208600.0,8.13,2.02,68584.0,5.2,8.93,85.64,104.0,9.16,67097.0,1392.0,11006.0
33705,Three Rivers House,16321 DAYTON RIVER ROAD,Dayton,MN,55327,651-431-5886,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,STATE,45.2245766,-93.4883949,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35949,Three Stars Group Homes Llc,630 VIRGINIA ST,St Paul,MN,55103,651-788-7979,Ramsey,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9602603,-93.1144537,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
37401,"Three Stars Group Homes, Llc",2529 17TH AVENUE SOUTH,Minneapolis,MN,55404,651-468-4729,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9563221,-93.2495816,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
21981,Timber Hills,6305 BURNHAM CIRCLE,Inver Grove Heights,MN,55076,651-552-2800,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.8560095,-93.0472499,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
26250,Tolad Incorporated,516 BROOKDALE DRIVE,Brooklyn Park,MN,55444,763-566-1744,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0946376,-93.2887018,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36725,Topcare Health Services Llc,9665 THOMAS AVENUE NORTH,Brooklyn Park,MN,55444,763-377-0836,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1301789,-93.316675,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36422,Topcare Health Services Llc,2502 93RD TRAIL,Brooklyn Park,MN,55444,763-377-0836,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1250475,-93.3133022,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36648,Total Home Health Services Llc,6949 IDAHO AVENUE NORTH,Brooklyn Park,MN,55428,612-442-0930,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0818814,-93.3672322,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
25459,Totalcare Assisted Livin,2730 WINNETKA AVENUE NORTH,New Hope,MN,55428,763-205-7102,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.008484,-93.3798848,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34951,Totalcare Assisted Living,2365 COLORADO AVENUE NORTH,Golden Valley,MN,55422,612-710-7904,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0040605,-93.3591754,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
32046,Totalcare Assisted Living Svcs,4301 FRANCE AVENUE NORTH,Robbinsdale,MN,55422,763-208-1572,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0336276,-93.3292466,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30749,Touch Of Home,711 17TH STREET,Bemidji,MN,56601,218-444-2775,Beltrami,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,47.4851991,-94.8893027,27007.0,2909.0,15.55,34.0,67.06,29.22,1.57,162600.0,2.44,1.81,49160.0,6.3,7.87,72.88,99.0,18.89,46228.0,934.0,7944.0
32626,Touching Lives Communities Llc,14280 ALLEN STREET,Savage,MN,55378,612-810-9796,Scott,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.7450757,-93.3682991,27139.0,3009.0,10.42,37.0,82.85,39.86,4.27,299700.0,5.14,1.35,102152.0,5.9,5.34,83.96,99.0,5.51,150928.0,1681.0,17632.0
35849,Touching Lives Community Inc,5554 WOODSIDE ROAD SE,Prior Lake,MN,55372,612-810-9796,Scott,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.7219667,-93.4081624,27139.0,3009.0,10.42,37.0,82.85,39.86,4.27,299700.0,5.14,1.35,102152.0,5.9,5.34,83.96,99.0,5.51,150928.0,1681.0,17632.0
28790,Tower Light,3601 WOODDALE AVENUE SOUTH,St Louis Park,MN,55416,763-252-9283,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9375553,-93.3539268,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
25879,Tradition,8500 TESSMAN FARM ROAD NORTH,Brooklyn Park,MN,55445,763-416-7740,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1097156,-93.365763,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30730,Traditions Of Montgomery Llc,399 LEXINGTON AVENUE NW,Montgomery,MN,56069,507-364-5585,Le Sueur,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.4432666,-93.5837211,27079.0,1163.0,17.1,41.0,81.59,23.0,0.84,207400.0,6.21,2.06,71080.0,6.8,6.12,95.5,100.0,8.54,28674.0,529.0,5214.0
30519,Traditions Of Owatonna,195 24TH PLACE NW,Owatonna,MN,55060,507-455-0700,Steele,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.1072734,-93.2306328,27147.0,1743.0,17.04,39.0,75.16,25.98,3.16,169300.0,7.8,2.52,64903.0,5.5,7.48,90.49,98.0,8.94,37406.0,849.0,6806.0
30580,Traditions Of Owatonna Ii Llc,150 24TH STREET NE,Owatonna,MN,55060,507-451-0433,Steele,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.1081834,-93.2246647,27147.0,1743.0,17.04,39.0,75.16,25.98,3.16,169300.0,7.8,2.52,64903.0,5.5,7.48,90.49,98.0,8.94,37406.0,849.0,6806.0
26354,Traditions Of Preston,515 WASHINGTON STREET NW,Preston,MN,55965,507-765-3837,Fillmore,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,43.6749896,-92.0876367,27045.0,982.0,20.52,42.0,80.81,22.19,0.51,153800.0,1.64,3.56,61207.0,5.0,9.0,97.58,101.0,10.74,21228.0,771.0,4764.0
30618,Traditions Of Waterville,117 PAQUIN STREET EAST,Waterville,MN,56096,507-362-4155,Le Sueur,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.2181117,-93.5686558,27079.0,1163.0,17.1,41.0,81.59,23.0,0.84,207400.0,6.21,2.06,71080.0,6.8,6.12,95.5,100.0,8.54,28674.0,529.0,5214.0
28637,Trails Of Orono,875 WAYZATA BOULEVARD,Orono,MN,55391,952-473-6655,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9801127,-93.5466735,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34050,Tranquil Living,2521 WILSHIRE BOULEVARD,Mound,MN,55364,952-361-0080,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.9325736,-93.6580859,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30392,Tree Of Life Assisted Living,632 MAIN STREET,New Munich,MN,56356,320-837-5100,Stearns,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.6315135,-94.7525363,27145.0,4869.0,14.57,34.0,68.08,27.47,6.45,184900.0,3.37,2.09,62789.0,5.7,8.31,87.84,101.0,12.9,158292.0,3059.0,25436.0
26844,Trillium,930 ANNE STREET NW,Bemidji,MN,56601,218-333-6211,Beltrami,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,47.5042447,-94.8940431,27007.0,2909.0,15.55,34.0,67.06,29.22,1.57,162600.0,2.44,1.81,49160.0,6.3,7.87,72.88,99.0,18.89,46228.0,934.0,7944.0
34443,Trillium Woods,5855 CHESHIRE PARKWAY,Plymouth,MN,55446,763-744-9400,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,PARTNERSHIP,45.0581248,-93.4638483,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
28776,Trinity Suites,205 11TH STREET,Farmington,MN,55024,651-252-2073,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.6402232,-93.1331471,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
20413,Trinty Terrace,3330 213TH STREET WEST,Farmington,MN,55024,651-460-1104,Dakota,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.6407696,-93.1326613,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
